"","EST","moduleColor","GS.Control","p.GS.Control","MM.darkseagreen4","p.MM.darkseagreen4","MM.purple","p.MM.purple","MM.cyan","p.MM.cyan","MM.maroon","p.MM.maroon","MM.orangered4","p.MM.orangered4","MM.lightyellow","p.MM.lightyellow","MM.midnightblue","p.MM.midnightblue","MM.brown4","p.MM.brown4","MM.bisque4","p.MM.bisque4","MM.yellow4","p.MM.yellow4","MM.white","p.MM.white","MM.lightpink4","p.MM.lightpink4","MM.plum1","p.MM.plum1","MM.navajowhite2","p.MM.navajowhite2","MM.royalblue","p.MM.royalblue","MM.thistle1","p.MM.thistle1","MM.greenyellow","p.MM.greenyellow","MM.darkmagenta","p.MM.darkmagenta","MM.grey","p.MM.grey","MM.honeydew1","p.MM.honeydew1","MM.coral1","p.MM.coral1","MM.darkgreen","p.MM.darkgreen"
"TSSC2","TSSC2","darkseagreen4",-0.118079300156232,0.620031778893654,0.218754349251685,0.354134838219621,0.0931054164130124,0.696226360404547,-0.0724359197773777,0.761521410849339,0.197617849034566,0.403632742921541,0.0415114080955623,0.862049914436166,0.101433909021944,0.670459135008027,-0.0996022433783919,0.676096937525536,0.147183810807639,0.53576449331903,-0.0540830055260557,0.820845180791245,-0.202117816826501,0.392790590188833,-0.0771424280465512,0.746498560699543,-0.128971708295263,0.587878750995922,0.155173350568482,0.513596375381865,0.0524525478695587,0.826166067060814,-0.399344148258675,0.0810979639472367,-0.272268829647693,0.245509516760218,0.095879282071367,0.687607103397483,-0.206233344714014,0.383017594625038,-0.164554951077494,0.488136219289492,-0.123061978722336,0.605236395571715,0.162643696198651,0.493272019966373,-0.0609105565681246,0.798648156843827
"YTHDF3-DT","YTHDF3-DT","darkseagreen4",-0.113691070966778,0.63317971857729,0.139695611807649,0.556932641691428,0.0828312335482818,0.728457582856046,-0.103344974319118,0.664594970655697,-0.166720356612825,0.482349504823186,-0.129821881793834,0.585399106395353,-0.30073246401974,0.197610025048062,0.271075297326053,0.247667254050719,-0.235214467296733,0.318145069676067,0.361517387378291,0.117309279280069,0.394497646937538,0.0852033848362749,0.2348710903789,0.318872634719489,-0.149430916459851,0.529485379677421,-0.0935885761174663,0.694722418183592,-0.0424360783934127,0.859006173385077,0.234787619696171,0.319049647028747,0.0413397555647466,0.862615151133349,-0.156239846416162,0.510670644402292,0.511602001216546,0.0211250783766798,0.164184035597469,0.489130853311567,-0.272547401014247,0.245007638678321,0.233557384044578,0.321665361504501,0.501761916166959,0.0241861939011654
"PDK4","PDK4","darkseagreen4",-0.108082544416176,0.650138850262246,-0.0791443858192154,0.740134701483774,0.222521285145482,0.345698698996074,-0.281805991136764,0.228701096249761,-0.597729421928735,0.00537995607076102,-0.0341534927907076,0.886333373614336,-0.389360529529308,0.0897204010844632,0.385853982688172,0.092903177635448,0.14182517101405,0.550874965242317,0.499188755591754,0.0250418716032699,0.284201026184031,0.224600766335299,0.211393925721458,0.370957564999206,0.197402771088181,0.404155010653588,-0.476084425351037,0.0338426830946949,0.438970404451865,0.0528273780954339,0.22561989533212,0.338847869881459,0.376032580670368,0.102257584402116,-0.715393474472919,0.000391160403610211,0.536491981448952,0.0147404830279633,0.694768187966903,0.000674734685258924,-0.308677365409724,0.185445464291775,0.405957903843756,0.0757345223579722,0.275171501482299,0.240312310968717
"ZCCHC9","ZCCHC9","darkseagreen4",0.0998564570717847,0.675313475911807,-0.228401569405372,0.332766130308398,0.245450149988277,0.296914898853961,-0.319936194229515,0.16908953020902,-0.481293324682289,0.031674399381717,0.248239500163145,0.291283382758644,-0.311896271140617,0.180664267570851,0.333143146775262,0.151198054631286,0.0323158421901001,0.892414301009221,0.576221184881217,0.00783364384557989,-0.192547735571926,0.416042274971105,0.124995003786006,0.599535769324928,0.527449881042619,0.0168498544725421,-0.440524884575205,0.0518973516518376,0.432322116956086,0.0569491517418471,0.302686641386969,0.194569745286486,0.436209622411148,0.0545104030156247,-0.57366475386424,0.00817791022886568,0.481675228828093,0.0315198120493239,0.728907267485058,0.000266724669971801,-0.105959092462762,0.656603810358225,0.371575461457614,0.106721240909433,0.408002547101691,0.0741311846170009
"ID1","ID1","darkseagreen4",-0.0910499944011139,0.702636466663355,-0.0118048989555314,0.960604334743101,0.0642799269483084,0.787747483207953,-0.12660229614734,0.594812753503563,-0.0999750830182768,0.674947992326767,0.214165178388446,0.364571273508385,-0.201006313590859,0.395453503862172,0.0966840597457722,0.685113282596971,-0.0942837880780638,0.692560342719656,0.286133468643252,0.221327607154302,-0.327372980152804,0.158845048915286,0.232704540434516,0.32348615268788,0.432968934070448,0.0565377413779436,-0.229141862960517,0.33115850547914,0.163404372035748,0.491224819051205,0.239336899529722,0.309487963087685,0.253734399443481,0.280382942588891,-0.148166950726215,0.533013082375613,0.243483363031673,0.30092541019403,0.325857520556394,0.160896959805385,0.101475339842825,0.670331806963967,0.0813894809803401,0.733017258069817,0.292974686650449,0.209991868970935
"GPRC5C","GPRC5C","darkseagreen4",-0.090140219965695,0.705479930469066,-0.144103696275587,0.544426553026942,0.130951711369321,0.582110697599359,-0.214304849789194,0.364251075650629,-0.517186044011738,0.0195301943059181,0.0756077635958067,0.751387724015733,-0.397408689054937,0.0827194947872661,0.393643663292957,0.085942397114023,0.0586283193985117,0.806052267699397,0.558284014826343,0.0105193803428552,0.0704123000034544,0.768006349796444,0.334487557466399,0.149453829271944,0.354234708738577,0.12543177084833,-0.375543168780232,0.102740967637069,0.355704811849666,0.123760782240677,0.349168930773718,0.131312722008059,0.426934796458097,0.0604646830846058,-0.579817160264222,0.00736951551734244,0.536472487169216,0.0147447903381877,0.624917206038252,0.00321924454221929,-0.0809858554523547,0.734295312390234,0.319142477756621,0.170209009279703,0.35075092938226,0.129455591296991
"FCGBP","FCGBP","darkseagreen4",0.088556146852137,0.710439850619585,-0.299887825841988,0.198933874368726,0.0706484112731587,0.76724892796837,-0.163665222053974,0.490523757037205,-0.496954603279654,0.0258040587629464,0.131014466385285,0.581928278337617,-0.323223369887107,0.164506951426185,0.401615085221084,0.0792255513277936,-0.196122706333605,0.407270989548565,0.542641162990761,0.0134314194050378,0.0208974852485965,0.930315533688179,-0.00127099113379566,0.995756851924768,0.446998213180968,0.0481582801404033,-0.316955693831688,0.173319521401397,0.329214397115911,0.156376232807948,0.422515404818942,0.0634692120382732,0.395996250377618,0.08391789488096,-0.410317008307495,0.0723469861798638,0.605653368809053,0.00465372439139288,0.534320017211155,0.0152266480506319,-0.119843328254247,0.614777263016766,0.275649423303925,0.239463441951787,0.33264727883613,0.151844950160328
"CSRP1-AS1","CSRP1-AS1","darkseagreen4",0.0589499637946022,0.80500780061298,0.0402279619673399,0.86627773491757,0.0843058544720751,0.72380302566065,-0.106299621152174,0.655565455116011,-0.0895572540078135,0.707303948198649,0.268189813679104,0.252933753722167,0.256724194050434,0.274559845416433,-0.00915649029441366,0.969438160888076,-0.00483229978389694,0.98386851443786,0.159485367119246,0.501816435690987,-0.286830653112203,0.220154428021813,-0.642921720040414,0.00223136433589065,0.179676914896678,0.448450211180472,0.0262241468862934,0.912611782388234,0.119078077682,0.617054518872755,-0.0835976932693367,0.726037142714717,-0.250679464760322,0.286411447706306,-0.104801337082566,0.660138615673891,-0.0636625631134739,0.789742016405672,-0.0534332777513246,0.822964633076233,-0.155535305651119,0.512602526749141,0.108067178746355,0.650185546198633,0.0330265686786803,0.890061748311668
"MYL3","MYL3","darkseagreen4",-0.0353810474055316,0.882274685139638,-0.0554776242558295,0.816299900394141,-0.0640962760186573,0.788340676665658,-0.0230045580251443,0.923308224449832,-0.42251899999957,0.0634667229466549,-0.0319413675825204,0.893654186635535,-0.498238979248645,0.0253636860086013,0.461583221786916,0.0404924415605473,0.0927626173631412,0.697294061543252,0.480693192552915,0.0319185194577949,-0.0325280261928384,0.891711866139904,0.393777606554916,0.0858261749565082,0.407185875569353,0.0747685221497888,-0.51882763317869,0.0190800691759108,0.170212460580691,0.473089722168554,0.242545153779023,0.302850086474011,0.262657052726923,0.26322987304453,-0.48299587680985,0.0309897879013621,0.545390130310234,0.0128773739510065,0.528445197940456,0.0166064658114233,-0.0901664170364247,0.705397999773367,0.303051176191457,0.194006097332339,0.252453956350609,0.282900064520756
"CCDC174","CCDC174","darkseagreen4",0.0242166508504984,0.919279703381705,0.177560585034408,0.45390119911763,0.0195264364867503,0.934877795998103,-0.0338526161796481,0.887328587758045,-0.386779757134546,0.0920549611764282,-0.0193931427008599,0.935321447039885,-0.24892813886037,0.289903237138146,0.357322253538684,0.121940723263838,0.482056864940052,0.0313659239002083,0.282460371314471,0.227575989168422,-0.241458484594171,0.305088642688759,-0.334661819322063,0.149228774885132,0.281668289137698,0.228938313800475,-0.614307516000009,0.00395504236354896,0.42129718767683,0.0643168824789209,-0.338996053778058,0.143707033782578,-0.155551846197462,0.5125571319646,-0.661400701445178,0.00149468791046544,0.0211504265691557,0.929474077957118,0.435795080538378,0.0547666009583368,-0.413629943172526,0.0698492003398479,0.576800828126188,0.00775725635142713,-0.160536667267985,0.49896436893076
"LDHAL6A","LDHAL6A","darkseagreen4",0.00948118753465816,0.968354921668206,0.0122494551390944,0.959121913862185,0.109728181284133,0.645145093368607,-0.0339889362217018,0.88687765967629,0.326714267185432,0.159734702109285,-0.0291355280274027,0.902951691930508,0.293200069258442,0.209625079540942,-0.345607586988327,0.135562305992031,-0.149943312771967,0.528058389860479,-0.324597603646768,0.162616736805832,0.143851755789529,0.545137875546595,0.0844766532334158,0.723264508241233,-0.485030372611311,0.0301869633431157,0.453567208108574,0.0445787739813809,-0.244286291083225,0.299284181378577,-0.0869130015169753,0.715596599745935,-0.0788079388388643,0.741203081871929,0.406104856261694,0.0756184330011062,-0.277601885530468,0.236015628738972,-0.323706281607182,0.163841007582689,0.0911492301278945,0.702326538451266,-0.278814489431349,0.233890550367519,0.0556042691366597,0.815887422264707
"RRP8","RRP8","darkseagreen4",0.00456860225638116,0.984748705210143,0.138716317462057,0.559728225865131,0.080237532319244,0.736666607843483,-0.120721083156869,0.612169385817572,-0.357519092024693,0.121720538514556,0.248240501442123,0.291281373105491,-0.146126030466766,0.538732071852385,0.306022197702172,0.18945308605609,0.257940125534596,0.272213382070688,0.45228106021159,0.0452629439032028,-0.356184530497402,0.123218961794671,-0.240834885963054,0.306377783188946,0.423479082929653,0.0628046496227422,-0.398808866764696,0.081544046363641,0.419321151015851,0.0657099746791112,-0.203427694007528,0.389665204496955,-0.0959350068425737,0.687434324700273,-0.528490772324687,0.0165953891571494,0.114796372662728,0.629857841467077,0.41334009113873,0.0700651171755678,-0.327553369278298,0.158602015320551,0.558165372932451,0.0105393530894604,0.0747670689996477,0.754069909641633
"SDF4","SDF4","darkseagreen4",0.0045288892163292,0.984881264076713,0.0392880442158991,0.869376159172486,-0.0037531929398712,0.987470546902076,-0.0306214344901509,0.898026361717754,-0.226671789784686,0.336540434115456,-0.222395923706851,0.345977550477135,-0.59819263112048,0.0053350815245648,0.342485722182421,0.139366501332652,0.176584683637156,0.456426257722528,0.161348592648018,0.496767101823987,0.0153680539697527,0.948726502463274,0.452485306256785,0.0451537583602508,0.344897361273281,0.136421251083861,-0.575899481913681,0.00787630356682622,0.0951403220150864,0.689899709384607,0.24714879156,0.293477586115076,0.501253279798361,0.0243534738694287,-0.39953210154459,0.0809417610226155,0.426689158905048,0.0606287999333567,0.66631801358074,0.00133747001335492,0.0234175273444376,0.921935469702921,0.215834284728282,0.360755354306148,0.0722298487408301,0.762181099133321
